betai,K,K_M
6.46173529522824,96328685.6899385,96328685.6899385
6.47715709784215,96339036.0957209,96339036.0957209
6.49257890045606,96349256.9693021,96349256.9693021
6.50800070306997,96359348.3464691,96359348.3464691
6.52342250568388,96369310.2625653,96369310.2625653
6.53884430829779,96379142.7524843,96379142.7524843
6.5542661109117,96388845.8506722,96388845.8506722
6.56968791352561,96398419.5911287,96398419.5911287
6.58510971613952,96407864.0074065,96407864.0074065
6.60053151875343,96417179.1326082,96417179.1326082
6.61595332136734,96426364.9993906,96426364.9993906
6.63137512398125,96435421.6399627,96435421.6399627
6.64679692659516,96444349.086084,96444349.086084
6.66221872920907,96453147.3690671,96453147.3690671
6.67764053182298,96461816.5197775,96461816.5197775
6.69306233443689,96470356.5686311,96470356.5686311
6.7084841370508,96478767.5455946,96478767.5455946
6.72390593966471,96487049.4801889,96487049.4801889
6.73932774227862,96495202.4014834,96495202.4014834
6.75474954489253,96503226.3381023,96503226.3381023
6.77017134750644,96511121.3182181,96511121.3182181
6.78559315012035,96518887.3695569,96518887.3695569
6.80101495273426,96526524.5193942,96526524.5193942
6.81643675534816,96534032.7945576,96534032.7945576
6.83185855796208,96541412.2214262,96541412.2214262
6.84728036057598,96548662.8259281,96548662.8259281
6.8627021631899,96555784.633544,96555784.633544
6.8781239658038,96562777.6693043,96562777.6693043
6.89354576841771,96569641.9577918,96569641.9577918
6.90896757103162,96576377.5231376,96576377.5231376
6.92438937364553,96582984.389024,96582984.389024
6.93981117625944,96589462.5786844,96589462.5786844
6.95523297887335,96595812.1149028,96595812.1149028
6.97065478148726,96602033.0200125,96602033.0200125
6.98607658410117,96608125.315897,96608125.315897
7.00149838671508,96614089.0239905,96614089.0239905
7.01692018932899,96619924.1652766,96619924.1652766
7.0323419919429,96625630.76029,96625630.76029
7.04776379455681,96631208.8291136,96631208.8291136
7.06318559717072,96636658.3913809,96636658.3913809
7.07860739978463,96641979.4662762,96641979.4662762
7.09402920239854,96647172.0725318,96647172.0725318
7.10945100501245,96652236.2284297,96652236.2284297
7.12487280762636,96657171.951804,96657171.951804
7.14029461024027,96661979.2600334,96661979.2600334
7.15571641285418,96666658.1700513,96666658.1700513
7.17113821546809,96671208.6983358,96671208.6983358
7.186560018082,96675630.8609178,96675630.8609178
7.20198182069591,96679924.6733759,96679924.6733759
7.21740362330982,96684090.1508375,96684090.1508375
7.23282542592373,96688127.3079794,96688127.3079794
7.24824722853764,96692036.1590281,96692036.1590281
7.26366903115155,96695816.717758,96695816.717758
7.27909083376546,96699468.9974926,96699468.9974926
7.29451263637937,96702993.0111046,96702993.0111046
7.30993443899328,96706388.771017,96706388.771017
7.32535624160719,96709656.2891973,96709656.2891973
7.3407780442211,96712795.5771667,96712795.5771667
7.35619984683501,96715806.6459913,96715806.6459913
7.37162164944892,96718689.5062878,96718689.5062878
7.38704345206283,96721444.168221,96721444.168221
7.40246525467674,96724070.6415046,96724070.6415046
7.41788705729065,96726568.9353992,96726568.9353992
7.43330885990456,96728939.0587156,96728939.0587156
7.44873066251847,96731181.0198126,96731181.0198126
7.46415246513238,96733294.8265974,96733294.8265974
7.47957426774629,96735280.4865247,96735280.4865247
7.4949960703602,96737138.0065983,96737138.0065983
7.51041787297411,96738867.3933705,96738867.3933705
7.52583967558802,96740468.6529413,96740468.6529413
7.54126147820193,96741941.7909588,96741941.7909588
7.55668328081584,96743286.8126206,96743286.8126206
7.57210508342975,96744503.7226703,96744503.7226703
7.58752688604366,96745592.5254023,96745592.5254023
7.60294868865757,96746553.2246563,96746553.2246563
7.61837049127148,96747385.8238226,96747385.8238226
7.63379229388539,96748090.3258386,96748090.3258386
7.6492140964993,96748666.7331895,96748666.7331895
7.66463589911321,96749115.0479091,96749115.0479091
7.68005770172712,96749435.2715786,96749435.2715786
7.69547950434103,96749627.4053281,96749627.4053281
7.71090130695494,96749691.4498368,96749691.4498368
7.72632310956885,96749627.4053281,96749627.4053281
7.74174491218276,96749435.2715786,96749435.2715786
7.75716671479667,96749115.0479091,96749115.0479091
7.77258851741058,96748666.7331895,96748666.7331895
7.78801032002449,96748090.3258386,96748090.3258386
7.8034321226384,96747385.8238226,96747385.8238226
7.81885392525231,96746553.2246563,96746553.2246563
7.83427572786622,96745592.5254023,96745592.5254023
7.84969753048013,96744503.7226703,96744503.7226703
7.86511933309404,96743286.8126206,96743286.8126206
7.88054113570795,96741941.7909588,96741941.7909588
